in1,in2,in3,in4,in5,in6,in7,out1,out2,out3,out4,out5,out6
1055.644,12.30812,316.4985,290.9933,61.61636,17.16708107,9.358809414,6424.3,14.009,1.1282,3008.8,635.46,2551.4
1035.317,12.15629,316.4992,290.9998,62.60876,17.70899405,9.663152692,6298.1,14.016,1.1354,2969.4,633.18,2465.0
1021.362,12.38173,316.5,289.6786,63.09938,18.38493056,10.02653849,6230.0,14.02,1.1778,2917.3,632.41,2420.9
1009.163,12.47972,315.5766,289.4948,63.43829,18.96185015,10.34838988,6193.4,14.022,1.1913,2870.7,630.98,2362.4
1000.273,12.41523,314.9938,289.0185,64.56358,19.42826174,10.58169276,6109.4,14.026,1.1855,2849.0,628.72,2332.7
994.247,12.185,314.9996,288.0019,64.91322,20.01164911,10.90839271,6062.8,14.025,1.1715,2840.9,627.17,2313.4
986.358,11.04906,315.0,287.999,45.06096,20.43421284,11.10708577,7088.8,13.9,1.1013,2713.0,632.63,2197.1
982.548,11.74833,313.7232,287.0767,47.1025,20.84599878,11.33552992,7004.0,13.921,1.1563,2670.6,633.74,2193.7
981.956,11.70139,313.4943,286.4938,47.35413,21.48785762,11.70515439,6995.6,13.918,1.1537,2667.5,633.82,2177.0
975.103,11.5571,313.4999,286.4996,48.4855,22.10878235,12.00388018,6910.6,13.92,1.1483,2657.0,633.11,2159.8
961.399,12.03553,313.5,285.2758,48.49166,22.63990463,12.30887214,6889.8,13.928,1.2168,2577.0,634.55,2161.8
946.56,11.64527,312.1786,284.9938,49.92958,23.49450561,12.76587016,6761.6,13.925,1.1698,2548.4,630.43,2129.4
931.802,11.44045,311.9948,284.5184,49.98453,24.06353377,13.11222733,6717.7,13.921,1.1632,2501.5,628.8,2115.2
917.167,11.70877,312.0,283.5019,51.25085,24.59027506,13.3700352,6625.1,13.935,1.2076,2441.6,627.96,2122.2
905.414,11.49943,311.9873,283.499,51.47458,25.1634512,13.69254657,6595.6,13.931,1.2001,2408.2,626.7,2110.6
890.941,10.92107,310.5454,282.4071,52.79026,25.88394396,14.06719549,6515.3,13.926,1.1286,2392.6,620.65,2093.5
879.102,10.98805,310.4973,281.9933,52.97395,26.18625144,14.26835939,6508.5,13.929,1.1474,2345.8,619.81,2086.7
869.984,10.95584,310.5,281.9998,53.89216,26.77667343,14.55896689,6479.0,13.932,1.1551,2320.0,618.6,2079.3
856.583,10.90445,310.5,280.6409,54.47495,27.39567496,14.93783373,6466.9,13.936,1.1663,2276.6,616.32,2065.9
844.306,11.08714,309.0625,280.4953,54.82333,27.8306185,15.14483329,6488.4,13.938,1.1694,2222.0,614.33,2051.4
831.6757,11.06939,308.9969,280.1391,55.94273,28.51308581,15.52921768,6483.2,13.944,1.1811,2185.3,612.08,2033.9
822.228,11.81123,309.0,279.0066,55.94987,28.99315684,15.79053509,6489.5,13.958,1.2724,2109.7,612.32,2046.0
816.2412,11.10949,308.5185,278.9987,57.38829,29.26495935,15.93698691,6487.6,13.953,1.1933,2138.4,608.35,2012.8
806.5355,10.21094,307.5019,278.0767,57.45745,29.90758669,16.2957628,6557.7,13.934,1.0931,2148.1,603.13,1950.9
793.0678,10.25627,307.499,277.4938,58.89347,30.25401746,16.48779639,6572.7,13.944,1.1106,2111.7,600.15,1933.9
784.5518,10.76154,307.5,277.4996,58.95149,30.84699182,16.81427694,6591.8,13.952,1.1718,2052.2,601.07,1938.6
772.1919,10.09297,307.255,276.2758,60.17096,31.30436112,17.13153552,6648.0,13.946,1.1134,2054.5,595.24,1890.9
757.0972,10.06477,306.0128,275.9938,60.45663,31.8761893,17.44477455,6722.7,13.943,1.1006,2002.6,592.38,1863.5
732.8533,10.68555,305.9984,275.9999,61.37613,32.90509368,18.00707214,6796.1,13.953,1.1853,1889.9,590.45,1859.4
718.2039,10.54171,306.0,274.5625,61.96997,32.95985509,17.98878844,6850.3,13.953,1.1838,1854.9,586.55,1850.8
706.4134,10.4168,304.987,274.4969,62.3293,33.14280504,18.15049677,6909.3,13.948,1.1604,1823.5,583.78,1841.3
688.8892,10.29472,304.4934,273.5767,63.45836,33.837595,18.52207325,6984.0,13.944,1.1559,1778.2,579.14,1842.5
677.6231,10.28457,304.4997,272.9938,63.46824,34.21292577,18.66198293,7035.9,13.94,1.1645,1740.9,577.15,1847.7
661.6405,9.79046,304.5,272.9996,64.90578,34.86291292,19.0160592,7107.4,13.933,1.1317,1725.2,571.72,1863.0
649.6023,9.4812,303.487,271.7233,64.97188,35.32370074,19.27528192,7182.5,13.923,1.0948,1701.6,567.67,1882.5
636.9509,9.49257,302.9934,263.0489,64.33865,35.8804689,19.57868344,7278.6,13.919,1.1055,1656.5,561.35,1916.5
622.5334,9.98334,300.4337,266.7389,53.14962,36.67442912,19.99096163,7602.5,13.87,1.0932,1492.1,573.82,1858.7
611.7004,9.92897,258.5411,240.3103,60.10088,37.12350601,20.2667054,8086.1,13.822,1.5095,1540.0,563.96,2025.7
595.2765,9.3849,299.9629,268.6823,67.6602,37.57883002,20.51784765,7434.7,13.896,1.0805,1550.9,553.38,2002.4
585.5977,9.48133,301.5847,269.7033,68.90806,38.14824874,20.77717977,7455.5,13.899,1.1235,1523.6,551.09,2022.4
573.2432,9.65478,301.4992,268.5061,69.47483,38.84612247,21.22435563,7514.9,13.895,1.1527,1480.5,547.74,2049.6
558.3005,9.28637,301.4999,268.4987,70.48215,39.67235759,21.62246311,7588.7,13.887,1.134,1462.5,542.16,2094.8
544.3868,9.28117,300.2232,267.2233,70.97536,40.12310905,21.85317127,7656.1,13.879,1.1278,1428.1,537.84,2131.1
533.443,9.66132,299.9943,266.9943,71.32998,40.53995214,22.10136353,7698.5,13.878,1.1685,1381.2,535.64,2147.6
523.0057,9.02711,299.9999,266.9872,72.46217,41.39058164,22.55467716,7761.9,13.871,1.1269,1390.6,529.88,2191.7
507.1421,9.33841,300.0,265.5454,72.47003,41.79573362,22.87482363,7833.7,13.867,1.1681,1336.4,525.52,2220.2
495.8363,8.85345,298.5625,265.4973,73.8851,42.78985045,23.2815708,7900.9,13.858,1.1257,1337.9,519.8,2266.1
482.7764,8.45798,298.4969,265.255,73.97611,43.58849829,23.76378872,7980.7,13.848,1.1075,1327.2,514.68,2304.4
466.4344,9.07505,298.5,264.0128,75.2627,43.56953183,23.73833154,8023.7,13.851,1.1694,1264.3,508.39,2333.5
452.6166,9.63378,298.0185,263.9984,75.49801,44.14936921,24.09758397,8084.4,13.849,1.2278,1206.3,504.26,2350.3
439.4538,8.68383,297.0019,262.7233,76.76901,45.05012624,24.59767515,8173.1,13.834,1.1578,1228.1,496.26,2414.2
425.4858,8.1194,296.999,262.4943,76.9979,45.2103014,24.65931248,8239.3,13.823,1.1185,1227.6,489.81,2460.6
413.6201,7.9371,297.0,262.4872,77.91563,46.00573277,25.06535457,8303.9,13.817,1.1203,1213.2,483.63,2496.8
397.8707,8.02056,296.5185,261.0454,78.49838,47.10922324,25.76160659,8400.2,13.807,1.1517,1177.4,476.35,2537.3
384.9648,8.77497,295.5019,260.9973,78.50762,46.7851857,25.50325161,8430.1,13.805,1.2084,1114.6,472.49,2546.3
385.5352,8.21753,295.499,261.0,78.5156,45.80094123,24.93226222,8405.8,13.802,1.1451,1144.1,472.01,2559.7
385.9879,7.97759,295.5,261.0,78.51563,45.20736146,24.7266171,8392.1,13.801,1.1188,1157.2,471.73,2564.3
385.7951,7.82286,295.5,261.0,78.51563,45.14565747,24.69758087,8393.7,13.8,1.1054,1164.4,471.35,2568.5
385.9766,8.1552,295.5,261.0,78.51563,45.23874134,24.748281,8390.2,13.803,1.134,1148.4,472.01,2559.8
385.793,8.09201,295.5,261.0,78.51563,45.13257721,24.69020291,8388.7,13.802,1.1274,1151.2,471.84,2561.7
386.5013,7.87028,295.5,261.0,78.51563,44.84054491,24.53044388,8380.6,13.801,1.1047,1163.8,471.76,2565.5
386.2013,7.83725,295.5,261.0,78.51563,45.22560039,24.65227433,8392.6,13.8,1.1058,1164.6,471.61,2567.4
392.5023,7.93701,296.513,261.0127,79.94952,44.98116727,25.15671282,8360.1,13.809,1.1293,1173.7,471.8,2556.7
406.1977,8.05056,297.0066,262.4546,79.99612,43.69842123,25.34278891,8276.1,13.819,1.135,1195.2,477.24,2518.9
419.0946,8.41783,297.0003,262.5027,81.41257,42.98818615,25.72751229,8203.7,13.831,1.1702,1204.4,480.04,2489.4
432.6828,9.03617,297.0,262.8609,81.82941,42.60857899,26.30496029,8140.5,13.842,1.231,1201.2,484.11,2446.8
447.8021,8.66628,298.3214,263.9934,82.93966,42.16327367,26.87005989,8076.1,13.851,1.2121,1251.0,488.44,2427.2
462.5809,7.94479,298.5052,264.0013,83.41515,41.21240973,27.14934836,8013.8,13.85,1.1481,1319.4,493.67,2414.7
478.2708,8.40904,298.5,265.013,84.4199,40.86392702,27.81059418,7939.3,13.861,1.1965,1330.3,497.88,2378.3
490.4088,8.16535,298.5127,265.5066,85.2327,40.78026671,28.56408739,7901.0,13.863,1.186,1370.6,501.75,2365.6
502.6306,8.53813,299.9546,265.5003,85.9036,39.97125515,28.98157912,7832.2,13.877,1.2337,1380.5,504.34,2336.7
516.3685,8.16924,300.0027,266.9375,86.8068,39.73948592,29.61661293,7779.6,13.878,1.207,1435.1,509.23,2322.7
526.0291,8.96157,300.0,267.0031,87.3811,39.03334538,30.03925927,7715.9,13.888,1.2896,1415.5,509.73,2295.7
539.0555,9.23912,300.0127,243.1719,67.29903,38.34194692,30.41542423,8027.7,13.83,1.2893,1363.9,528.79,2123.9
550.4624,9.1328,301.4546,262.2042,86.3027,38.1528307,31.22161088,7649.9,13.897,1.3325,1467.8,517.35,2252.8
565.9892,8.88556,301.5027,268.6799,90.2341,37.42353669,31.53228555,7527.8,13.907,1.3132,1534.6,520.31,2244.6
573.7691,8.58778,301.5,269.5143,90.3256,36.84583297,32.07551651,7494.6,13.903,1.2923,1575.1,524.04,2238.0
588.2685,9.49027,301.9815,270.0064,91.7403,36.58149562,32.80713908,7415.8,13.919,1.4058,1563.7,523.71,2210.5
602.2335,9.52963,302.9981,270.0003,91.7797,35.94807251,33.15188641,7353.2,13.926,1.4172,1605.2,527.96,2185.9
615.4967,9.34525,303.001,271.3214,93.1977,35.49981017,33.7690342,7290.6,13.929,1.41,1661.1,531.81,2176.3
622.9485,9.84749,303.0,271.5052,93.6071,34.82090616,34.10064843,7238.6,13.935,1.4763,1652.3,531.03,2158.1
641.6199,9.76299,303.3609,271.861,94.7188,34.25042066,34.6312676,7156.8,13.941,1.4758,1721.0,535.98,2135.7
655.0844,8.97471,304.4934,272.9934,95.0734,33.61398265,35.07372894,7109.2,13.941,1.394,1820.5,544.24,2126.8
666.328,8.92952,304.5013,273.0013,96.1887,33.01955258,35.48567985,7054.6,13.946,1.3986,1863.6,546.8,2117.2
679.1906,10.06283,304.5,273.9233,97.1032,32.45170958,35.98892315,6964.3,13.958,1.5419,1830.0,543.55,2082.5
692.6425,10.00995,305.4234,274.5062,97.671,32.0666475,36.55803042,6907.8,13.964,1.5469,1880.5,547.77,2067.4
709.2337,9.88325,306.0062,274.5004,98.5685,31.4490753,36.89078946,6833.9,13.971,1.5337,1949.3,552.46,2051.1
721.4493,9.89805,306.0004,275.7767,99.1316,31.24043616,37.81527838,6788.1,13.972,1.5594,1989.7,556.18,2041.0
733.8839,9.68938,306.0,276.0057,100.3904,30.72649444,38.28762052,6734.1,13.975,1.546,2050.1,560.02,2035.7
745.4968,9.80742,306.9234,276.0001,100.6,30.2146364,38.80348421,6682.6,13.981,1.5682,2085.5,562.89,2029.0
761.5453,9.78003,307.5062,277.4164,101.8547,29.65018272,39.35466975,6605.0,13.987,1.5742,2148.4,567.11,2022.4
770.4409,10.81182,307.5004,277.5036,102.0688,28.93181865,39.65863196,6532.6,13.996,1.7055,2108.5,561.87,2034.9
787.12,10.21904,307.5,278.4234,103.4697,28.89001502,40.71892577,6488.3,13.995,1.6633,2214.3,570.38,2033.4
794.8781,10.21098,308.8214,279.0062,103.522,28.3531394,41.20428177,6453.6,13.997,1.668,2248.6,573.72,2046.7
805.8638,10.73479,309.0052,279.0004,104.9155,27.89120204,41.85141669,6386.1,14.005,1.75,2254.5,571.52,2079.5
818.9527,11.11068,309.0,280.3214,105.342,27.58471347,42.64192601,6328.1,14.007,1.8197,2279.2,572.41,2115.0
827.5341,11.00086,309.0,280.5052,106.4528,27.04737702,43.27767678,6293.2,14.008,1.8267,2320.7,574.72,2135.1
838.3163,10.81722,310.3214,280.5127,106.8019,26.53834683,43.77880796,6253.7,14.009,1.804,2382.5,580.29,2164.6
851.262,10.74443,310.5052,281.9546,21.41912,26.38049797,44.83095186,9750.3,13.489,1.455,1785.7,655.06,1228.2
859.969,10.80416,310.5,282.0027,88.6263,25.92934449,45.57809382,6485.3,13.911,1.8223,2447.3,602.09,2139.1
870.494,10.75854,310.5,282.8242,90.307,25.44201883,46.10863168,6454.3,13.911,1.8353,2503.9,603.82,2170.3
879.495,11.46905,311.9375,283.5053,90.5109,24.86714364,46.55525237,6470.0,13.915,1.9377,2502.8,604.08,2207.9
895.609,11.3218,312.0031,283.5005,91.9468,24.35480785,47.05096694,6447.7,13.913,1.9252,2586.3,607.07,2242.0
906.643,11.02605,312.0,284.7767,91.9992,23.66997398,47.41620685,6473.2,13.901,1.8918,2648.3,611.23,2254.1
920.095,10.69411,312.0594,285.0057,93.4236,23.23367369,48.09389207,6458.1,13.897,1.8669,2729.8,615.37,2282.4
931.556,11.41245,313.4682,285.0001,93.4676,22.52437604,48.26849302,6516.0,13.9,1.9477,2734.6,614.79,2305.1
944.905,11.72357,313.5023,286.4375,94.8851,21.95196155,48.73577293,6538.4,13.899,1.9987,2772.7,615.21,2337.8
964.411,11.33369,313.5,286.5031,95.31,21.41749889,49.14989744,6585.4,13.889,1.9444,2863.8,621.04,2357.5
973.577,10.98537,313.8609,286.8609,96.4327,20.89210082,49.57938238,6573.4,13.888,1.9053,2920.1,625.24,2381.3
984.431,12.27476,314.9934,287.9934,97.3512,20.22241246,49.73157073,6673.0,13.891,2.0612,2886.6,619.53,2400.1
988.647,11.65565,315.0013,288.0013,97.928,19.8920732,50.76212192,6682.0,13.883,2.0197,2931.4,624.85,2409.5
992.045,11.81664,315.0,289.3214,98.934,19.2276416,51.02323217,6690.1,13.883,2.0483,2937.3,624.1,2428.2
989.447,12.08061,316.0929,289.5052,99.4264,18.83488505,51.83145801,6723.1,13.881,2.1114,2915.3,623.41,2429.4
998.416,12.35527,316.5067,289.5,100.6938,18.19384331,51.98665751,6728.5,13.885,2.1359,2930.7,622.39,2452.5
1001.224,12.21129,316.5002,290.9375,100.9124,17.85915504,53.02156657,6801.7,13.873,2.1645,2937.7,625.36,2455.2
1004.436,11.88102,316.5,291.0031,102.2267,17.26545359,53.18157553,6738.9,13.878,2.1189,2970.4,627.89,2481.0
1012.729,12.96118,317.513,291.3609,102.4038,16.61699509,53.42227498,6872.4,13.873,2.2506,2930.6,622.38,2477.6
1022.932,12.3561,318.0066,292.4934,103.836,16.11629035,53.95360861,6844.1,13.873,2.1763,2987.6,628.69,2512.9
1031.494,12.84765,318.0003,292.5013,103.9016,15.4615271,54.10231518,6941.1,13.867,2.2334,2977.3,626.19,2511.1
1053.83,12.84343,318.0,293.8214,105.3252,14.88713457,54.47754834,7015.4,13.861,2.2222,3015.5,629.53,2546.7
1070.341,13.14687,319.3214,294.0052,105.7408,14.22215604,54.18833707,7089.3,13.86,2.2158,3031.3,630.96,2560.2
1095.594,13.18051,319.5052,294.0127,106.8682,13.62885339,54.3688217,7174.7,13.857,2.192,3056.4,633.94,2588.8
1112.076,13.47696,319.5,295.4546,107.3395,13.04674598,54.57660262,7290.5,13.847,2.2193,3052.8,635.4,2601.9
1125.224,13.61084,319.5,295.5027,108.3496,12.62334975,55.41778299,7369.7,13.84,2.2543,3041.2,636.45,2617.7
1134.838,14.16501,320.8214,295.9814,109.1632,12.10770171,55.85282663,7446.4,13.836,2.3259,3021.4,636.92,2627.5
1144.121,13.19331,321.0052,296.9981,109.8337,11.80293161,57.19684649,7495.6,13.829,2.2437,3025.0,644.46,2649.0
1157.242,13.15422,321.0,297.001,110.6437,11.22398941,57.2741978,7519.7,13.83,2.2215,3033.0,645.95,2668.0
1170.223,13.37139,321.0,298.2767,111.3111,10.72900481,57.70497477,7604.8,13.822,2.2522,3019.3,646.63,2682.3
1190.202,13.58193,322.4375,298.5057,112.614,10.1347405,58.06277808,7666.8,13.821,2.258,3014.4,649.01,2708.7
1206.73,12.65835,322.5031,298.5001,112.7871,9.627309322,58.40725463,7706.9,13.822,2.1315,3030.4,659.65,2726.3
1227.068,13.35968,322.5,299.9375,114.0565,9.051127133,58.09028591,7760.6,13.818,2.181,3031.3,655.23,2752.4
1249.59,13.84641,322.5127,300.0031,114.2645,8.576907092,58.91697479,7935.6,13.804,2.2513,2985.1,656.09,2750.8
1265.772,13.72878,323.9546,300.3609,115.6935,8.08780766,59.41242144,7956.4,13.806,2.2279,2990.0,659.94,2780.2
1281.246,13.59515,324.0027,301.4934,115.7407,7.575666698,59.64849835,8041.5,13.799,2.2008,2983.5,663.61,2787.0
1297.442,13.97893,324.0,301.5013,117.1488,7.030754553,60.09972816,8080.4,13.797,2.247,2974.7,662.89,2808.6
1308.503,15.02875,324.3609,302.4233,117.5795,6.539959495,60.2014947,8167.9,13.788,2.3712,2942.1,661.09,2805.0
1326.432,15.1535,325.4934,303.0062,118.7043,6.117908294,61.12206089,8251.0,13.782,2.4008,2920.4,664.05,2822.5
1341.109,15.33312,325.5013,303.0004,119.0634,6.040938188,61.33202846,8309.4,13.779,2.4153,2909.0,665.68,2827.6
1356.262,15.67648,325.5,304.4375,110.8933,5.141537188,61.7612872,8877.5,13.718,2.4725,2755.2,678.59,2667.5
1373.869,16.10002,311.1773,290.2407,112.1772,4.64095977,62.00358816,8779.3,13.734,2.7291,2761.6,659.24,2665.4
1388.907,15.85048,309.0945,288.1818,114.3438,4.16873824,63.08716706,8762.5,13.74,2.8112,2766.8,656.8,2702.3
1392.79,16.09402,327.244,306.2204,122.6908,3.647325305,62.85389947,8481.0,13.766,2.5041,2884.6,672.0,2884.1
1415.713,16.42269,327.0109,306.0114,123.1516,3.237555918,63.84428192,8620.2,13.755,2.5594,2844.1,674.68,2884.4
1434.926,16.9866,327.9229,306.9229,124.411,2.719875599,63.60960428,8639.2,13.756,2.6018,2850.5,676.36,2906.0
1447.23,17.07524,328.5062,307.5062,124.6236,2.22035142,64.20739672,8723.9,13.749,2.6227,2830.0,678.98,2908.0
1482.218,17.63725,328.5004,208.7975,125.8294,1.244066758,64.6058013,8035.2,13.708,4.4355,2895.3,653.61,2633.2
1499.069,18.1461,328.5,0.0,126.0999,0.0,66.38086571,9076.5,13.483,3.6583,2870.4,703.52,2906.4
1519.219,18.47378,329.8591,0.0,127.514,0.0,66.1517042,9134.8,13.469,3.6764,2889.3,708.79,2961.8
1516.014,18.94882,330.0047,0.0,127.5859,0.0,66.15183327,9097.3,13.473,3.7626,2863.1,713.2,2969.3
1531.388,20.0196,330.0,0.0,129.0077,0.0,66.00644573,9088.1,13.469,3.9242,2832.6,727.16,3034.4
1529.601,20.83493,330.0,0.0,129.0524,0.0,65.94669515,9051.8,13.478,4.0675,2789.8,732.59,3057.0
1525.141,22.02126,330.0,0.0,129.0451,0.0,66.23828827,9018.3,13.501,4.3044,2727.2,735.71,3069.5
1515.32,23.12954,330.0,0.0,129.0433,0.0,65.88174432,8950.5,13.527,4.5076,2670.7,734.67,3100.8
1520.257,24.6045,330.0,0.0,129.0346,0.0,65.75921848,8972.6,13.567,4.774,2614.4,736.7,3164.5
1525.956,24.14054,330.0,0.0,129.0315,0.0,66.25850206,9018.8,13.557,4.7014,2635.0,738.12,3132.6
1538.112,23.08532,330.0,0.0,129.031,0.0,66.44006072,9082.1,13.521,4.4892,2688.4,740.22,3114.9
1522.337,22.9214,330.0,0.0,129.0253,0.0,66.60731837,9015.5,13.528,4.4961,2682.4,736.61,3070.7
1525.63,23.70601,328.9071,0.0,127.5796,0.0,66.51255636,9090.1,13.561,4.6245,2637.2,738.0,3060.2
1529.013,23.7625,328.4339,0.0,127.5314,0.0,66.96957052,9127.5,13.572,4.6543,2632.2,739.12,3032.6
1533.173,23.52218,327.0316,0.0,126.6225,0.0,66.66271756,9165.8,13.569,4.5799,2633.9,739.62,3006.7
1535.847,24.18112,326.6368,0.0,126.0396,0.0,66.70620207,9212.2,13.597,4.6988,2602.8,740.71,3010.0
1528.349,23.81156,325.5066,97.7399,125.565,0.630146631,66.85206677,8972.2,13.417,10.845,2693.0,735.66,2411.7
1533.898,22.6136,324.4857,304.1155,124.5497,2.248634404,65.80738704,9329.6,13.687,3.4051,2576.3,702.47,2898.0
1535.512,22.52609,323.9807,303.2739,124.5523,2.624619166,65.53849513,9303.6,13.691,3.377,2586.6,700.06,2894.5
1529.048,22.9463,322.5451,302.0682,123.117,2.976658921,64.57536649,9297.4,13.69,3.4156,2584.4,704.72,2863.6
1546.441,22.57685,322.0159,301.481,123.0555,3.401790665,64.9802938,9365.7,13.686,3.355,2575.6,697.4,2863.6
1524.557,22.31436,321.0019,300.045,121.7404,3.742738917,64.57242767,9307.9,13.69,3.333,2582.0,695.27,2815.4
1533.181,22.82177,319.6775,299.074,121.5613,4.128029605,64.03841907,9320.4,13.689,3.3912,2577.9,698.49,2812.5
1522.991,23.91584,319.4948,298.4938,121.2019,4.460493693,63.25901718,9288.0,13.689,3.5479,2565.9,716.61,2793.1
1540.306,24.52241,318.0624,297.0621,120.0633,4.876014236,63.56913049,9438.8,13.674,3.6661,2513.3,722.74,2761.3
1516.986,23.69524,316.9839,295.9839,120.0504,5.445866429,65.48874094,9441.5,13.669,3.7172,2476.5,711.35,2733.7
1534.213,22.20859,316.4934,295.4807,118.6242,5.676456988,63.57755377,9385.1,13.684,3.3483,2562.1,687.8,2743.4
1548.007,21.17225,315.223,294.0451,118.5797,6.051522374,63.24456193,9357.0,13.694,3.1971,2602.3,680.92,2752.3
1552.253,20.58488,314.9943,293.074,117.3053,6.378794695,62.48427136,9355.6,13.699,3.0671,2625.7,680.64,2738.1
1547.805,21.3612,313.5624,292.4938,117.0822,6.786283013,62.45676366,9372.9,13.692,3.2411,2597.1,680.04,2723.8
1541.725,21.67063,312.5735,291.0621,116.1629,7.153505638,62.26723097,9385.8,13.689,3.3265,2580.0,679.73,2699.6
1553.894,21.72746,311.9938,289.9839,115.5807,7.576536263,62.16622611,9442.7,13.687,3.3454,2568.4,679.77,2688.7
1518.974,20.94464,310.7228,289.4934,115.5903,8.152232538,63.67227611,9382.6,13.684,3.461,2547.6,674.5,2688.0
1554.931,19.70766,310.1334,288.0622,114.1628,8.276775127,61.53955033,9379.3,13.7,3.0884,2631.0,678.27,2682.7
1550.941,19.65235,309.0065,286.904,114.1013,8.653169299,61.06764584,9322.1,13.706,3.1067,2647.6,676.12,2683.6
1550.457,20.48475,307.9058,286.4806,112.779,9.114681703,61.36388281,9437.5,13.689,3.3372,2587.8,675.56,2650.2
1548.586,20.45989,307.4806,285.0452,112.5967,9.522905663,61.46740434,9431.6,13.691,3.3692,2581.6,674.29,2644.5
1516.351,20.30306,306.0452,284.074,111.6789,10.04808005,62.32297162,9407.9,13.685,3.5519,2548.4,669.72,2627.3
1550.643,18.72731,305.6364,283.4811,111.1086,10.27814605,61.12320204,9408.7,13.699,3.1599,2623.8,677.48,2641.4
1556.106,18.08823,304.5066,282.045,110.6355,10.55664807,60.07583916,9343.3,13.71,3.0208,2671.5,678.56,2643.1
1525.256,18.015,303.1773,280.9044,109.6215,11.1901744,61.25248112,9352.1,13.701,3.2017,2622.3,673.36,2624.1
1554.257,16.5191,302.9821,280.4806,109.6191,11.31253176,59.55320032,9276.3,13.72,2.8013,2721.3,680.02,2648.5
1563.286,15.73169,301.5454,279.0452,108.168,11.74446682,59.71835934,9351.0,13.716,2.7396,2713.2,682.45,2632.6
1555.696,15.57001,300.4044,277.9843,108.1329,12.22248949,59.83142837,9315.0,13.718,2.7696,2713.5,680.5,2636.3
1562.756,15.493,299.9933,277.4934,107.2129,12.5716437,59.55388607,9361.3,13.715,2.7508,2706.9,682.31,2621.7
1553.915,14.75627,298.723,276.0622,106.6308,12.98318393,59.45761903,9311.4,13.72,2.6794,2719.5,681.03,2621.7
1555.52,15.11641,298.1334,275.0735,106.2811,13.30173164,58.98957406,9308.0,13.721,2.7164,2719.1,680.66,2611.4
1556.893,15.34333,297.0065,274.4811,105.1473,13.61985117,58.48165718,9341.3,13.717,2.7569,2711.4,681.15,2590.5
1549.228,15.23834,295.9857,273.045,105.128,14.10441359,58.65764914,9307.6,13.72,2.7851,2708.8,679.28,2590.3
1550.97,15.9777,295.4934,271.9843,103.6912,14.38966773,58.13960566,9374.1,13.713,2.9084,2683.9,679.6,2554.3
1552.028,16.64026,294.1406,271.4934,103.6403,14.91743818,58.4869303,9421.4,13.706,3.1357,2648.9,678.68,2546.2
1552.783,16.04415,293.6344,270.0622,102.3667,15.30049484,58.23768818,9438.2,13.707,2.9965,2654.8,680.18,2529.7
1553.294,15.43209,292.5066,268.9839,102.1477,15.82699809,58.49336551,9432.5,13.709,2.9151,2657.3,680.75,2533.3
1552.598,14.93726,291.5753,268.4934,101.2291,16.09354478,57.86672209,9412.6,13.711,2.8032,2673.2,681.68,2526.1
1549.721,14.88405,290.9938,267.0622,100.6545,16.40986522,57.44152045,9389.1,13.715,2.7806,2679.1,681.21,2515.2
1552.839,15.43062,289.5621,266.0735,100.6627,16.88896629,57.48600344,9411.6,13.712,2.9487,2662.1,680.71,2508.8
1557.527,15.57498,289.0154,265.4344,99.2243,17.22940174,57.13127347,9479.6,13.705,2.9757,2646.2,682.45,2482.8
1558.573,15.26541,288.0019,264.0314,99.1609,17.67884239,57.07509083,9456.6,13.709,2.9257,2650.9,682.61,2484.7
1556.279,14.40728,286.6399,262.9847,97.8476,18.10062511,57.00029763,9470.0,13.709,2.757,2646.7,684.01,2471.3
1556.864,14.03217,286.4827,262.4807,97.6634,18.46434736,56.69461776,9442.0,13.713,2.6604,2650.6,684.65,2474.2
1555.257,15.04211,285.0454,261.0451,96.747,18.58977674,55.71392715,9444.6,13.712,2.8844,2659.0,683.33,2446.1
1553.081,15.28992,284.074,260.074,96.1766,19.00953797,55.68117656,9463.5,13.709,2.9749,2646.7,682.88,2431.3
1508.112,16.09329,283.4938,259.4938,95.8173,19.70529083,56.25229181,9381.6,13.706,3.2691,2614.0,673.9,2398.6
1566.884,16.14245,282.2228,258.0621,94.6908,19.34490518,53.96318603,9491.2,13.709,3.1556,2653.6,685.01,2401.1
1500.233,16.25185,281.9943,256.9839,94.6777,20.91329863,57.03023641,9443.2,13.697,3.3972,2563.3,672.58,2364.6
1541.869,17.43989,280.5624,256.4934,93.4112,20.47988642,54.59778902,9539.7,13.694,3.6287,2580.2,679.4,2350.8
1522.143,17.23398,279.4839,255.0622,93.182,21.23977305,55.35416701,9507.2,13.693,3.6585,2559.4,675.87,2337.5
1562.618,15.85625,278.9934,254.0735,92.2666,21.07869446,53.72564243,9535.9,13.706,3.1611,2625.9,685.74,2357.0
1518.527,16.76905,277.7755,253.4811,91.6791,22.14611044,55.16926694,9525.1,13.692,3.5685,2554.4,676.97,2314.0
1572.919,15.60123,277.0124,252.045,91.2101,21.97602104,53.5899055,9589.8,13.703,3.1346,2609.2,688.36,2342.2
1515.409,14.50024,276.0018,250.9843,90.201,23.16060957,55.3073163,9491.6,13.702,2.9769,2586.4,679.96,2309.7
1539.356,15.53863,274.9859,250.4934,90.2012,22.90575764,53.57493209,9499.3,13.705,3.1999,2608.0,682.88,2313.0
1534.781,15.83663,274.4934,249.0622,88.7813,23.38482322,53.57765519,9554.0,13.699,3.2894,2581.2,682.61,2279.4
